time,latitude,longitude,700,850,1700,1900
950,41.87158309,-87.64948046,77.25926,92.97724,93.05316,96.465
951,41.87158309,-87.64948046,78.60301,92.68037,97.85004,90.38687
952,41.87158309,-87.64948046,76.6577,104.321,93.04535,99.80093
953,41.87158309,-87.64948046,79.95457,92.57099,91.14691,102.4728
954,41.87158309,-87.64948046,76.93895,89.50849,94.0766,91.95718
955,41.87158309,-87.64948046,77.2827,95.12568,93.23285,98.7775
956,41.87158309,-87.64948046,74.41551,88.35224,91.67816,100.8009
957,41.87158309,-87.64948046,76.39207,89.58662,93.0766,120.3244
958,41.87158309,-87.64948046,76.1577,93.54755,99.79535,99.33218
959,41.87158309,-87.64948046,75.76707,90.35224,93.77191,96.30875
960,41.87158309,-87.64948046,77.42332,106.4772,89.74066,102.0744
961,41.87158309,-87.64948046,76.0952,92.64912,92.60785,93.76968
962,41.87158309,-87.64948046,76.51707,94.00849,104.225,90.55875
963,41.87158309,-87.64948046,77.77489,94.85224,86.72504,94.98062
964,41.87158309,-87.64948046,78.56395,94.78193,95.42816,97.84
965,41.87158309,-87.64948046,75.0952,92.21162,108.85,94.69937
966,41.87158309,-87.64948046,76.11864,92.61787,92.97504,86.66031
967,41.87158309,-87.64948046,76.35301,94.49287,92.81879,93.20718
968,41.87158309,-87.64948046,76.48582,93.0788,89.1391,96.56656
969,41.87158309,-87.64948046,78.18114,97.57099,100.4047,90.39468
970,41.87158309,-87.64948046,75.72801,96.10224,96.94379,97.2775
971,41.87158309,-87.64948046,75.74364,96.35224,104.3344,113.8634
972,41.87158309,-87.64948046,76.7202,97.92255,96.85004,96.44156
973,41.87158309,-87.64948046,78.0327,92.38349,104.686,94.97281
974,41.87158309,-87.64948046,76.14207,98.4538,93.92816,98.37125
975,41.87158309,-87.64948046,77.20457,89.93818,89.83441,95.99625
976,41.87158309,-87.64948046,77.06395,99.41474,92.64691,89.34
977,41.87158309,-87.64948046,77.37645,96.12568,99.03754,89.60562
978,41.87158309,-87.64948046,75.41551,94.89912,91.37347,100.5666
979,41.87158309,-87.64948046,77.82176,90.48505,93.9516,98.63687
980,41.87158309,-87.64948046,75.94676,91.3288,94.72504,89.31656
981,41.87158309,-87.64948046,76.81395,106.3679,103.7328,90.87906
982,41.87158309,-87.64948046,76.0952,103.4616,101.2172,89.92593
983,41.87158309,-87.64948046,76.93114,96.93818,92.3266,91.05093
984,41.87158309,-87.64948046,76.13426,95.21943,94.56097,94.87906
985,41.87158309,-87.64948046,77.75145,103.3835,87.90472,93.34781
986,41.87158309,-87.64948046,75.44676,94.93037,99.87347,99.37125
987,41.87158309,-87.64948046,78.6577,97.35224,91.35785,98.19156
988,41.87158309,-87.64948046,75.86082,97.38349,98.92035,95.2775
989,41.87158309,-87.64948046,79.86864,90.36787,102.1938,92.32437
990,41.87158309,-87.64948046,76.39989,97.25849,91.83441,100.0275
991,41.87158309,-87.64948046,77.29832,100.7585,91.74847,100.0587
992,41.87158309,-87.64948046,77.50926,95.56318,92.11566,91.98062
993,41.87158309,-87.64948046,78.00926,101.8679,91.81879,93.09
994,41.87158309,-87.64948046,74.60301,97.71162,93.46722,89.87906
995,41.87158309,-87.64948046,76.37645,95.37568,99.70941,94.37906
996,41.87158309,-87.64948046,76.56395,92.0788,103.7875,107.9884
997,41.87158309,-87.64948046,79.50926,95.52412,89.7016,99.72281
998,41.87158309,-87.64948046,76.83739,93.78974,96.60785,97.07437
999,41.87158309,-87.64948046,76.70457,89.00849,89.67035,99.67593
1000,41.87158309,-87.64948046,78.49364,95.28193,100.5063,95.39468
1001,41.87158309,-87.64948046,78.25145,92.30537,93.65472,91.2775
1002,41.87158309,-87.64948046,77.27489,92.98505,95.72504,93.33218
1003,41.87158309,-87.64948046,77.3452,96.19599,93.7016,94.44937
1004,41.87158309,-87.64948046,79.21239,100.0632,88.91254,95.33218
1005,41.87158309,-87.64948046,76.39207,97.61005,90.81879,123.6994
1006,41.87158309,-87.64948046,78.8452,99.93818,87.50629,95.44156
1007,41.87158309,-87.64948046,76.0952,93.73505,89.60785,94.81656
1008,41.87158309,-87.64948046,76.18801,93.99193,95.57566,106.4406
1009,41.87158309,-87.64948046,74.69582,93.82787,90.25535,90.79218
1010,41.87158309,-87.64948046,76.32864,97.54662,92.70847,95.69843
1011,41.87158309,-87.64948046,78.79739,94.34349,92.61472,91.40156
1012,41.87158309,-87.64948046,76.46926,97.2263,90.42722,92.37812
1013,41.87158309,-87.64948046,78.07082,97.6013,111.9975,89.8
1014,41.87158309,-87.64948046,77.6177,90.06224,85.35691,93.72968
1015,41.87158309,-87.64948046,76.54739,93.55443,91.93504,93.30781
1016,41.87158309,-87.64948046,79.32864,98.01537,89.12254,94.12031
1017,41.87158309,-87.64948046,76.78176,91.4138,100.185,98.29218
1018,41.87158309,-87.64948046,78.21239,100.8054,96.66254,103.9806
1019,41.87158309,-87.64948046,75.63426,91.83662,101.4282,95.33218
1020,41.87158309,-87.64948046,78.57957,92.18818,93.83441,94.34781
1021,41.87158309,-87.64948046,79.27489,94.75849,86.97504,91.83218
1022,41.87158309,-87.64948046,74.9077,95.35224,87.58441,92.92593
1023,41.87158309,-87.64948046,76.11082,118.2663,95.16254,105.2462
1024,41.87158309,-87.64948046,78.57957,96.00849,92.79535,88.67593
1025,41.87158309,-87.64948046,77.8452,89.86005,89.18597,94.09
1026,41.87158309,-87.64948046,77.11864,89.05537,90.43597,100.6525
1027,41.87158309,-87.64948046,75.87645,103.3132,98.85004,100.3322
1028,41.87158309,-87.64948046,79.85207,93.01537,93.55222,99.38593
1029,41.87158309,-87.64948046,73.95364,100.7185,89.33347,96.69062
1030,41.87158309,-87.64948046,81.60989,91.06224,90.91941,90.15937
1031,41.87158309,-87.64948046,78.26614,87.4763,101.4663,96.64375
1032,41.87158309,-87.64948046,79.75832,87.96068,96.27097,92.44062
1033,41.87158309,-87.64948046,75.70364,107.906,95.00535,99.9875
1034,41.87158309,-87.64948046,77.4302,95.53099,89.56785,96.8625
1035,41.87158309,-87.64948046,81.93801,98.08568,89.16941,103.4328
1036,41.87158309,-87.64948046,79.58645,94.42943,93.33347,97.69062
1037,41.87158309,-87.64948046,82.53176,104.4451,88.9116,97.65937
1038,41.87158309,-87.64948046,81.21926,94.35912,102.3257,103.9016
1039,41.87158309,-87.64948046,79.8052,93.12474,98.2241,90.8
1040,41.87158309,-87.64948046,79.82864,92.67943,92.0366,92.81562
1041,41.87158309,-87.64948046,78.8677,93.15599,99.91941,97.97968
1042,41.87158309,-87.64948046,80.64114,95.4763,97.27097,101.4797
1043,41.87158309,-87.64948046,76.98489,94.34349,99.96629,97.26093
1044,41.87158309,-87.64948046,76.31301,95.08568,93.19285,93.2375
1045,41.87158309,-87.64948046,81.52395,98.69505,89.77879,86.97187
1046,41.87158309,-87.64948046,78.19582,93.17162,100.3725,97.2375
1047,41.87158309,-87.64948046,79.19582,90.20287,93.01316,90.12031
1048,41.87158309,-87.64948046,79.95457,88.46162,108.4672,97.79312
1049,41.87158309,-87.64948046,79.14207,93.44599,92.93597,97.67593
1050,41.87158309,-87.64948046,78.76707,92.7663,96.56879,99.23062
1051,41.87158309,-87.64948046,77.67332,92.86005,97.35004,90.67593
1052,41.87158309,-87.64948046,77.83739,102.696,92.19379,103.4728
1053,41.87158309,-87.64948046,82.29051,93.16474,113.8891,95.74625
1054,41.87158309,-87.64948046,80.57957,99.50068,96.06879,96.30875
1055,41.87158309,-87.64948046,78.88426,91.83662,96.12347,95.23062
1056,41.87158309,-87.64948046,79.89207,91.30537,89.34222,90.31656
1057,41.87158309,-87.64948046,77.95457,87.49287,95.93597,94.93375
1058,41.87158309,-87.64948046,79.75051,94.61693,93.50535,94.38593
1059,41.87158309,-87.64948046,77.04739,91.2888,93.33347,91.65156
1060,41.87158309,-87.64948046,85.26614,104.8669,96.31785,97.44843
1061,41.87158309,-87.64948046,81.63332,97.57787,97.7866,89.37031
1062,41.87158309,-87.64948046,83.03176,91.96068,91.06004,97.37812
1063,41.87158309,-87.64948046,77.52395,95.24974,102.9741,95.72968
1064,41.87158309,-87.64948046,80.93801,92.4763,93.91941,95.50312
1065,41.87158309,-87.64948046,78.21145,93.73412,94.07566,94.26093
1066,41.87158309,-87.64948046,81.46145,93.61693,88.88816,90.14375
1067,41.87158309,-87.64948046,80.57082,91.58568,100.81,88.93281
1068,41.87158309,-87.64948046,82.88426,94.98505,85.27972,98.91812
1069,41.87158309,-87.64948046,78.79832,92.8913,101.7485,93.95718
1070,41.87158309,-87.64948046,81.75145,97.89912,93.47504,96.92593
1071,41.87158309,-87.64948046,79.25145,98.13349,89.29535,98.89468
1072,41.87158309,-87.64948046,77.86082,101.5319,93.59222,99.60562
1073,41.87158309,-87.64948046,77.72801,94.75068,94.37347,93.20718
1074,41.87158309,-87.64948046,78.44676,91.56318,95.53754,93.26187
1075,41.87158309,-87.64948046,80.18895,96.16474,95.63129,89.13687
1076,41.87158309,-87.64948046,82.5952,97.3288,94.75629,96.70718
1077,41.87158309,-87.64948046,78.3452,91.47724,107.975,103.7462
1078,41.87158309,-87.64948046,79.64114,100.8122,90.35691,111.3469
1079,41.87158309,-87.64948046,77.52395,93.98412,90.98972,94.47968
1080,41.87158309,-87.64948046,80.44582,91.1013,95.42722,93.05
1081,41.87158309,-87.64948046,79.70364,90.32787,103.3491,92.44062
1082,41.87158309,-87.64948046,79.57082,96.99974,95.95847,107.0266
1083,41.87158309,-87.64948046,78.8052,91.89037,97.80222,94.425
1084,41.87158309,-87.64948046,83.59426,93.40599,101.4116,93.68281
1085,41.87158309,-87.64948046,81.50051,91.1013,93.73191,100.2844
1086,41.87158309,-87.64948046,80.35207,96.57787,97.50535,100.925
1087,41.87158309,-87.64948046,81.3677,98.46068,94.73972,92.75312
1088,41.87158309,-87.64948046,81.00832,92.2888,91.51316,89.89375
1089,41.87158309,-87.64948046,77.4302,91.71068,106.5288,92.93281
1090,41.87158309,-87.64948046,77.8677,90.86693,92.77097,87.87812
1091,41.87158309,-87.64948046,79.10989,90.17162,96.89597,105.5734
1092,41.87158309,-87.64948046,80.77395,96.29662,87.5366,103.8703
1093,41.87158309,-87.64948046,78.68801,95.96849,96.61472,89.02656
1094,41.87158309,-87.64948046,77.6177,97.13255,94.10691,92.83906
1095,41.87158309,-87.64948046,77.63332,96.14818,91.14597,91.44062
1096,41.87158309,-87.64948046,82.10207,92.17162,91.2241,94.90937
1097,41.87158309,-87.64948046,83.4302,91.31224,86.95066,96.38593
1098,41.87158309,-87.64948046,79.12551,95.06224,94.4116,96.14375
1099,41.87158309,-87.64948046,76.8677,108.9372,97.45066,102.1984
1100,41.87158309,-87.64948046,79.17239,96.12474,108.7163,89.81562
1101,41.87158309,-87.64948046,81.51614,93.73412,91.05222,93.28437
1102,41.87158309,-87.64948046,79.89895,104.7966,108.7163,93.38593
1103,41.87158309,-87.64948046,80.06301,94.80443,105.9272,100.5031
1104,41.87158309,-87.64948046,81.01614,89.52318,94.5991,89.20625
1105,41.87158309,-87.64948046,78.53957,92.8513,97.85691,95.15156
1106,41.87158309,-87.64948046,79.93801,90.84349,89.52097,101.2453
1107,41.87158309,-87.64948046,79.35989,92.21849,97.54441,92.41718
1108,41.87158309,-87.64948046,79.42239,93.64037,93.61472,105.8156
1109,41.87158309,-87.64948046,77.65676,94.52318,96.50535,108.2219
1110,41.87158309,-87.64948046,78.59426,97.6013,98.61472,99.56562
1111,41.87158309,-87.64948046,78.35207,106.3044,96.15379,97.47968
1112,41.87158309,-87.64948046,77.28176,97.89818,95.62254,92.69843
1113,41.87158309,-87.64948046,77.0552,91.43724,90.26316,95.70625
1114,41.87158309,-87.64948046,78.32864,99.71068,91.35691,97.80781
1115,41.87158309,-87.64948046,78.94582,89.68724,99.30222,94.55781
1116,41.87158309,-87.64948046,76.89895,96.36693,92.65379,95.70625
1117,41.87158309,-87.64948046,78.93801,92.26537,99.13035,92.84687
1118,41.87158309,-87.64948046,79.42239,89.33568,103.8882,106.7844
1119,41.87158309,-87.64948046,76.23489,93.45287,93.67722,95.10468
1120,41.87158309,-87.64948046,78.4927,93.68724,91.98191,98.08125
1121,41.87158309,-87.64948046,78.19582,97.9763,93.81785,89.93281
1122,41.87158309,-87.64948046,78.10207,96.15599,97.68504,93.68281
1123,41.87158309,-87.64948046,82.57082,90.17162,106.396,102.9406
1124,41.87158309,-87.64948046,75.85989,97.13255,97.4741,91.22968
1125,41.87158309,-87.64948046,76.65676,92.92162,101.4663,91.65156
1126,41.87158309,-87.64948046,80.28957,99.95287,95.43504,95.65937
1127,41.87158309,-87.64948046,78.4302,92.96849,92.84129,101.4328
1128,41.87158309,-87.64948046,77.96926,98.99974,98.26316,93.77656
1129,41.87158309,-87.64948046,78.45364,94.59349,91.70066,99.06562
1130,41.87158309,-87.64948046,76.95364,91.26537,97.70847,96.62031
1131,41.87158309,-87.64948046,79.21926,98.78099,96.81004,92.33125
1132,41.87158309,-87.64948046,77.82864,95.24974,91.9116,97.6125
1133,41.87158309,-87.64948046,78.71145,97.53099,93.49754,99.63593
1134,41.87158309,-87.64948046,78.4302,99.39818,92.49754,96.19062
1135,41.87158309,-87.64948046,77.59426,88.1638,106.9741,100.7531
1136,41.87158309,-87.64948046,79.47707,114.5701,100.4663,96.38593
1137,41.87158309,-87.64948046,77.96926,86.30443,88.98191,89.4875
1138,41.87158309,-87.64948046,76.89114,89.3513,94.91941,99.51875
1139,41.87158309,-87.64948046,74.97707,93.99193,91.06004,89.01875
1140,41.87158309,-87.64948046,78.25832,96.07787,94.2866,92.02656
1141,41.87158309,-87.64948046,78.47707,90.61693,114.5913,88.74531
1142,41.87158309,-87.64948046,76.2427,96.45287,88.35691,94.33906
1143,41.87158309,-87.64948046,78.35207,94.42943,102.0913,98.71406
1144,41.87158309,-87.64948046,79.47707,100.2576,96.68504,90.06562
1145,41.87158309,-87.64948046,77.98489,95.24193,103.3257,92.425
1146,41.87158309,-87.64948046,78.71145,104.1091,96.19285,93.62812
1147,41.87158309,-87.64948046,77.65676,91.77318,95.31004,114.3547
1148,41.87158309,-87.64948046,75.66457,89.05443,96.82566,93.49531
1149,41.87158309,-87.64948046,76.35989,100.4919,97.38816,104.0578
1150,41.87158309,-87.64948046,77.82082,98.6638,94.84129,98.26093
1151,41.87158309,-87.64948046,78.8052,99.42943,101.2788,96.12031
1152,41.87158309,-87.64948046,81.21926,102.0466,98.52097,117.2687
1153,41.87158309,-87.64948046,80.63332,102.3747,97.38035,92.58125
1154,41.87158309,-87.64948046,77.6802,88.42162,93.73191,96.56562
1155,41.87158309,-87.64948046,77.60989,92.38255,95.24754,93.26875
1156,41.87158309,-87.64948046,79.56301,94.21849,100.0835,103.6906
1157,41.87158309,-87.64948046,80.14895,89.45287,90.2866,96.30781
1158,41.87158309,-87.64948046,76.6802,97.01537,91.84129,92.79218
1159,41.87158309,-87.64948046,79.68801,97.40599,96.4116,90.01875
1160,41.87158309,-87.64948046,77.51614,100.7576,95.87254,88.76875
1161,41.87158309,-87.64948046,76.75051,100.9451,98.10691,105.0656
1162,41.87158309,-87.64948046,77.84426,92.71068,93.87254,94.675
1163,41.87158309,-87.64948046,77.78176,92.57787,91.0991,95.425
1164,41.87158309,-87.64948046,81.01614,90.82787,91.9116,90.6125
1165,41.87158309,-87.64948046,78.0552,91.06224,89.01316,95.89375
1166,41.87158309,-87.64948046,76.35207,120.1794,90.2866,94.40937
1167,41.87158309,-87.64948046,75.60989,89.63255,92.0991,94.74531
1168,41.87158309,-87.64948046,77.38332,86.28099,88.20847,96.07343
1169,41.87158309,-87.64948046,76.1177,93.98412,105.4116,94.28437
1170,41.87158309,-87.64948046,76.18801,94.75755,88.81785,99.15156
1171,41.87158309,-87.64948046,77.31301,102.8591,97.8491,88.09687
1172,41.87158309,-87.64948046,77.46926,104.4919,94.76316,99.43281
1173,41.87158309,-87.64948046,74.8677,93.73412,93.98972,92.44062
1174,41.87158309,-87.64948046,80.51614,112.8669,95.64597,98.83125
1175,41.87158309,-87.64948046,77.82864,100.0388,103.06,106.0422
1176,41.87158309,-87.64948046,78.25832,97.67162,91.56785,98.76093
1177,41.87158309,-87.64948046,77.75051,97.43724,98.52097,86.55781
1178,41.87158309,-87.64948046,77.09426,98.25755,94.10691,98.96406
1179,41.87158309,-87.64948046,78.2427,90.86693,90.98972,90.41718
1180,41.87158309,-87.64948046,78.63332,102.156,89.06004,90.88593
1181,41.87158309,-87.64948046,76.87551,103.7654,96.21629,94.47968
1182,41.87158309,-87.64948046,76.89895,102.3669,95.98972,96.01093
1183,41.87158309,-87.64948046,77.92239,92.63255,96.0991,100.5422
1184,41.87158309,-87.64948046,76.98489,88.56224,91.75535,97.80781
1185,41.87158309,-87.64948046,78.18801,95.92162,103.5366,95.97968
1186,41.87158309,-87.64948046,78.68801,106.7888,100.3647,110.3937
1187,41.87158309,-87.64948046,77.00051,100.7185,96.52097,104.0891
1188,41.87158309,-87.64948046,76.75051,100.6169,103.3882,102.1984
1189,41.87158309,-87.64948046,78.16457,95.80443,100.8335,96.9875
1190,41.87158309,-87.64948046,79.59426,93.82005,91.01316,101.0812
1191,41.87158309,-87.64948046,76.45364,95.78099,105.6069,95.89375
1192,41.87158309,-87.64948046,78.40676,94.33568,99.02097,99.04218
1193,41.87158309,-87.64948046,77.93801,107.2185,87.39597,89.41718
1194,41.87158309,-87.64948046,77.00832,97.75755,90.61472,100.8781
1195,41.87158309,-87.64948046,77.40676,92.14818,104.4116,91.97968
1196,41.87158309,-87.64948046,80.08645,98.32005,100.7163,98.15156
1197,41.87158309,-87.64948046,77.6177,96.31224,90.7241,91.94062
1198,41.87158309,-87.64948046,76.45364,110.2419,103.8178,91.9875
1199,41.87158309,-87.64948046,79.71145,99.82787,97.90379,105.0578
1200,41.87158309,-87.64948046,78.72707,93.24193,96.13035,93.8
1201,41.87158309,-87.64948046,77.54739,96.14818,106.5757,96.24531
1202,41.87158309,-87.64948046,79.23489,93.01537,98.34129,108.1672
1203,41.87158309,-87.64948046,76.95364,95.87474,85.42722,94.82343
1204,41.87158309,-87.64948046,75.90676,94.98412,101.2553,91.4875
1205,41.87158309,-87.64948046,76.95364,87.65599,99.68504,97.05
1206,41.87158309,-87.64948046,77.57082,95.69505,90.2866,93.05
1207,41.87158309,-87.64948046,78.18801,96.64818,94.02879,86.3
1208,41.87158309,-87.64948046,78.60989,95.06224,93.40379,104.3469
1209,41.87158309,-87.64948046,80.71145,91.4138,103.3882,96.05781
1210,41.87158309,-87.64948046,77.25832,89.40599,97.81004,95.44843
1211,41.87158309,-87.64948046,78.28957,99.48412,89.41941,93.53437
1212,41.87158309,-87.64948046,77.96145,110.6326,102.1303,99.66718
1213,41.87158309,-87.64948046,79.53957,94.12474,109.9975,94.45625
1214,41.87158309,-87.64948046,78.56301,89.75755,97.12254,95.97968
1215,41.87158309,-87.64948046,82.43801,92.54662,90.21629,86.44062
1216,41.87158309,-87.64948046,77.8052,98.07005,89.14597,119.8469
1217,41.87158309,-87.64948046,80.47707,91.96849,100.2007,104.0812
1218,41.87158309,-87.64948046,79.60989,87.7263,100.8335,107.675
1219,41.87158309,-87.64948046,77.6177,94.46068,91.98191,95.40937
1220,41.87158309,-87.64948046,76.57082,96.57005,92.40379,104.8469
1221,41.87158309,-87.64948046,77.75051,101.7341,94.52097,100.1594
1222,41.87158309,-87.64948046,77.51614,91.54662,101.5835,101.3156
1223,41.87158309,-87.64948046,75.52395,99.78099,100.6147,93.12812
1224,41.87158309,-87.64948046,79.07864,95.1013,100.0913,96.19062
1225,41.87158309,-87.64948046,76.75832,98.24974,89.1616,93.02656
1226,41.87158309,-87.64948046,77.1177,93.24193,90.10691,92.24531
1227,41.87158309,-87.64948046,77.59426,103.1091,100.6225,92.425
1228,41.87158309,-87.64948046,77.17239,97.26537,93.9116,97.94062
1229,41.87158309,-87.64948046,76.6802,98.73412,94.10691,93.74531
1230,41.87158309,-87.64948046,77.40676,98.81224,99.75535,98.15156
1231,41.87158309,-87.64948046,78.16457,102.4919,96.02879,94.51875
1232,41.87158309,-87.64948046,77.0552,92.06224,89.20847,102.175
1233,41.87158309,-87.64948046,76.35207,99.21068,92.67722,94.19843
1234,41.87158309,-87.64948046,77.92239,90.59349,104.8413,95.54218
1235,41.87158309,-87.64948046,77.23489,98.4138,91.16941,97.05
1236,41.87158309,-87.64948046,77.60989,92.49974,91.21629,90.51093
1237,41.87158309,-87.64948046,76.97707,91.9138,97.61472,104.1125
1238,41.87158309,-87.64948046,81.03176,96.4763,99.42722,101.2453
1239,41.87158309,-87.64948046,80.1802,91.59349,89.68504,97.08125
1240,41.87158309,-87.64948046,81.20364,92.68724,96.77879,91.10468
1241,41.87158309,-87.64948046,78.85207,95.08568,93.94285,89.83906
1242,41.87158309,-87.64948046,79.9927,97.01537,100.021,105.7687
1243,41.87158309,-87.64948046,77.70364,89.37474,99.24754,94.12031
1244,41.87158309,-87.64948046,77.0552,90.37474,91.29441,95.28437
1245,41.87158309,-87.64948046,75.6802,95.55443,97.98972,97.91718
1246,41.87158309,-87.64948046,79.23489,97.31224,90.2866,100.5656
1247,41.87158309,-87.64948046,77.17239,94.29662,104.2319,94.22187
1248,41.87158309,-87.64948046,77.4927,114.9372,92.40379,99.68281
1249,41.87158309,-87.64948046,77.07864,91.57005,86.73191,85.37812
1250,41.87158309,-87.64948046,70.98489,92.24193,95.12254,102.4328
1251,41.87158309,-87.64948046,80.08645,90.24193,97.71629,86.675
1252,41.87158309,-87.64948046,85.5552,97.09349,90.25535,89.14375
1253,41.87158309,-87.64948046,83.98489,92.48412,91.6616,93.89375
1254,41.87158309,-87.64948046,80.53957,108.5232,87.3491,93.05
1255,41.87158309,-87.64948046,75.75051,92.39037,91.4741,91.58125
1256,41.87158309,-87.64948046,79.17239,95.07787,89.25535,90.9875
1257,41.87158309,-87.64948046,79.64114,94.52318,102.5288,100.2062
1258,41.87158309,-87.64948046,83.53176,94.40599,95.57566,99.94843
1259,41.87158309,-87.64948046,80.98489,92.34349,97.48191,93.65156
1260,41.87158309,-87.64948046,78.6177,94.82787,97.2866,98.31562
1261,41.87158309,-87.64948046,79.25832,94.87474,91.56785,91.22968
1262,41.87158309,-87.64948046,78.4927,93.57787,115.0991,100.1359